year-month,ing_id,ing_name,avg_stock,stock_volatility,volatility_index,risk_tier
2023-07,ing001,"Flatbread Dough (8-pack)",8.23,8.75,1.06,"Red Alert (Wildly Volatile)"
2023-07,ing002,"Roasted Red Peppers",15.39,2.94,0.19,"Green Healthy (Rock-Solid Stability)"
2023-07,ing003,"Goat Cheese",10.52,1.92,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing004,"Black Olives",20.10,3.58,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing005,"Sun-Dried Tomatoes",12.84,1.9,0.15,"Green Healthy (Rock-Solid Stability)"
2023-07,ing006,"Spicy Chicken",8.53,1.43,0.17,"Green Healthy (Rock-Solid Stability)"
2023-07,ing007,Jalapenos,16.48,2.96,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing008,"Smoked Gouda",9.03,1.8,0.2,"Yellow Warning (Moderately Shifting)"
2023-07,ing009,"Chipotle Sauce",16.63,2.43,0.15,"Green Healthy (Rock-Solid Stability)"
2023-07,ing010,"Wild Mushrooms",9.07,2.18,0.24,"Yellow Warning (Moderately Shifting)"
2023-07,ing011,"Truffle Oil",4.68,0.96,0.21,"Yellow Warning (Moderately Shifting)"
2023-07,ing012,Mozzarella,16.58,2.7,0.16,"Green Healthy (Rock-Solid Stability)"
2023-07,ing013,"Fresh Spinach",13.48,2.3,0.17,"Green Healthy (Rock-Solid Stability)"
2023-07,ing014,"Italian Sausage",9.24,1.63,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing015,"Roasted Garlic",14.21,1.9,0.13,"Green Healthy (Rock-Solid Stability)"
2023-07,ing016,"Red Onion",16.29,3.13,0.19,"Green Healthy (Rock-Solid Stability)"
2023-07,ing017,"Fresh Basil",8.55,1,0.12,"Green Healthy (Rock-Solid Stability)"
2023-07,ing018,"Smoked Salmon",-5.73,4.8,-0.84,"Red Alert (Wildly Volatile)"
2023-07,ing019,"Dill Cream Cheese",8.07,1.93,0.24,"Yellow Warning (Moderately Shifting)"
2023-07,ing020,Capers,8.10,0.79,0.1,"Green Healthy (Rock-Solid Stability)"
2023-07,ing021,Arugula,12.70,2.33,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing022,"BBQ Brisket",7.79,1.92,0.25,"Yellow Warning (Moderately Shifting)"
2023-07,ing023,"Cheddar Cheese",10.94,1.92,0.18,"Green Healthy (Rock-Solid Stability)"
2023-07,ing024,"BBQ Sauce",14.21,1.92,0.14,"Green Healthy (Rock-Solid Stability)"
2023-07,ing025,"Tandoori Chicken",7.93,1.73,0.22,"Yellow Warning (Moderately Shifting)"
2023-07,ing026,"Mint Yogurt",9.60,1.45,0.15,"Green Healthy (Rock-Solid Stability)"
2023-07,ing027,"Green Chilli",6.33,1.81,0.29,"Yellow Warning (Moderately Shifting)"
2023-07,ing028,"Grilled Pineapple",8.52,1.7,0.2,"Yellow Warning (Moderately Shifting)"
2023-07,ing029,"Pulled Pork",4.55,2,0.44,"Yellow Warning (Moderately Shifting)"
2023-07,ing030,"Truffle Fries",17.54,2.85,0.16,"Green Healthy (Rock-Solid Stability)"
2023-07,ing031,Parmesan,9.04,0.87,0.1,"Green Healthy (Rock-Solid Stability)"
2023-07,ing044,"Berry Mix",15.00,1.39,0.09,"Green Healthy (Rock-Solid Stability)"
2023-07,ing045,"Oat Crumble",13.27,1.63,0.12,"Green Healthy (Rock-Solid Stability)"
2023-07,ing047,"Cold Brew Coffee",47.60,10.72,0.23,"Yellow Warning (Moderately Shifting)"
2023-07,ing048,"Cold Brew Coffee 1.5L",23.93,9.61,0.4,"Yellow Warning (Moderately Shifting)"
2023-07,ing050,"Ginger Fizz 1.5L",30.68,8.54,0.28,"Yellow Warning (Moderately Shifting)"
2023-07,ing051,"Lime Mint Sparkle 33cl",58.09,9.76,0.17,"Green Healthy (Rock-Solid Stability)"
2023-07,ing052,"Lime Mint Sparkle 1.5L",28.48,6.91,0.24,"Yellow Warning (Moderately Shifting)"
2023-07,ing053,"Berry Kombucha 33cl",55.72,10.97,0.2,"Yellow Warning (Moderately Shifting)"
2023-07,ing054,"Berry Kombucha 1.5L",31.23,9.9,0.32,"Yellow Warning (Moderately Shifting)"
2023-07,ing032,"Cauliflower Florets",17.48,3.01,0.17,"Green Healthy (Rock-Solid Stability)"
2023-07,ing033,"Buffalo Sauce",14.28,1.28,0.09,"Green Healthy (Rock-Solid Stability)"
2023-07,ing034,Ranch,12.64,0.48,0.04,"Green Healthy (Rock-Solid Stability)"
2023-07,ing035,"Garlic Knots",24.92,3.72,0.15,"Green Healthy (Rock-Solid Stability)"
2023-07,ing036,Kale,14.18,0.85,0.06,"Green Healthy (Rock-Solid Stability)"
2023-07,ing037,Spinach,14.82,2.56,0.17,"Green Healthy (Rock-Solid Stability)"
2023-07,ing038,Avocado,12.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-07,ing039,"Mixed Seeds",16.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-07,ing040,"Caramel Filling",11.62,2.39,0.21,"Yellow Warning (Moderately Shifting)"
2023-07,ing041,"Chocolate Syrup",18.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-07,ing042,"Espresso Panna Base",10.04,1.34,0.13,"Green Healthy (Rock-Solid Stability)"
2023-07,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-07,ing046,"Mango Sticky Rice Mix",14.59,2.37,0.16,"Green Healthy (Rock-Solid Stability)"
2023-07,ing049,"Ginger Fizz 33cl",53.08,10.92,0.21,"Yellow Warning (Moderately Shifting)"
2023-08,ing001,"Flatbread Dough (8-pack)",13.23,8.86,0.67,"Red Alert (Wildly Volatile)"
2023-08,ing002,"Roasted Red Peppers",17.39,2.9,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing003,"Goat Cheese",11.06,2.03,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing004,"Black Olives",20.26,3.41,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing005,"Sun-Dried Tomatoes",14.58,1.48,0.1,"Green Healthy (Rock-Solid Stability)"
2023-08,ing006,"Spicy Chicken",8.57,1.63,0.19,"Green Healthy (Rock-Solid Stability)"
2023-08,ing007,Jalapenos,15.68,2.97,0.19,"Green Healthy (Rock-Solid Stability)"
2023-08,ing008,"Smoked Gouda",9.53,1.82,0.19,"Green Healthy (Rock-Solid Stability)"
2023-08,ing009,"Chipotle Sauce",14.57,2.11,0.14,"Green Healthy (Rock-Solid Stability)"
2023-08,ing010,"Wild Mushrooms",10.81,2.76,0.26,"Yellow Warning (Moderately Shifting)"
2023-08,ing011,"Truffle Oil",5.00,1.19,0.24,"Yellow Warning (Moderately Shifting)"
2023-08,ing012,Mozzarella,17.87,3.1,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing013,"Fresh Spinach",12.35,1.71,0.14,"Green Healthy (Rock-Solid Stability)"
2023-08,ing014,"Italian Sausage",8.61,1.66,0.19,"Green Healthy (Rock-Solid Stability)"
2023-08,ing015,"Roasted Garlic",14.13,2.18,0.15,"Green Healthy (Rock-Solid Stability)"
2023-08,ing016,"Red Onion",17.58,3.07,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing017,"Fresh Basil",7.84,1.3,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing018,"Smoked Salmon",-3.00,4.73,-1.58,"Red Alert (Wildly Volatile)"
2023-08,ing019,"Dill Cream Cheese",8.90,1.87,0.21,"Yellow Warning (Moderately Shifting)"
2023-08,ing020,Capers,9.37,1.25,0.13,"Green Healthy (Rock-Solid Stability)"
2023-08,ing021,Arugula,12.17,1.07,0.09,"Green Healthy (Rock-Solid Stability)"
2023-08,ing022,"BBQ Brisket",7.52,1.5,0.2,"Yellow Warning (Moderately Shifting)"
2023-08,ing023,"Cheddar Cheese",11.45,2.01,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing024,"BBQ Sauce",12.93,2.14,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing025,"Tandoori Chicken",8.23,1.52,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing026,"Mint Yogurt",10.17,1.69,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing027,"Green Chilli",6.80,0.95,0.14,"Green Healthy (Rock-Solid Stability)"
2023-08,ing028,"Grilled Pineapple",8.28,1.78,0.21,"Yellow Warning (Moderately Shifting)"
2023-08,ing029,"Pulled Pork",5.24,2.33,0.44,"Yellow Warning (Moderately Shifting)"
2023-08,ing030,"Truffle Fries",19.00,3.3,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing031,Parmesan,7.74,0.53,0.07,"Green Healthy (Rock-Solid Stability)"
2023-08,ing032,"Cauliflower Florets",16.88,3.24,0.19,"Green Healthy (Rock-Solid Stability)"
2023-08,ing033,"Buffalo Sauce",12.12,2.07,0.17,"Green Healthy (Rock-Solid Stability)"
2023-08,ing034,Ranch,11.28,0.45,0.04,"Green Healthy (Rock-Solid Stability)"
2023-08,ing035,"Garlic Knots",24.56,3.61,0.15,"Green Healthy (Rock-Solid Stability)"
2023-08,ing036,Kale,14.63,2.63,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing037,Spinach,14.07,2.49,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing038,Avocado,12.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-08,ing039,"Mixed Seeds",16.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-08,ing040,"Caramel Filling",11.75,1.84,0.16,"Green Healthy (Rock-Solid Stability)"
2023-08,ing041,"Chocolate Syrup",18.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-08,ing042,"Espresso Panna Base",11.08,1.8,0.16,"Green Healthy (Rock-Solid Stability)"
2023-08,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-08,ing047,"Cold Brew Coffee",46.24,11.79,0.25,"Yellow Warning (Moderately Shifting)"
2023-08,ing048,"Cold Brew Coffee 1.5L",28.63,8.29,0.29,"Yellow Warning (Moderately Shifting)"
2023-08,ing049,"Ginger Fizz 33cl",46.79,11.92,0.25,"Yellow Warning (Moderately Shifting)"
2023-08,ing050,"Ginger Fizz 1.5L",28.35,8.79,0.31,"Yellow Warning (Moderately Shifting)"
2023-08,ing051,"Lime Mint Sparkle 33cl",54.56,10.07,0.18,"Green Healthy (Rock-Solid Stability)"
2023-08,ing052,"Lime Mint Sparkle 1.5L",35.83,9.02,0.25,"Yellow Warning (Moderately Shifting)"
2023-08,ing053,"Berry Kombucha 33cl",53.78,11.55,0.21,"Yellow Warning (Moderately Shifting)"
2023-08,ing054,"Berry Kombucha 1.5L",30.35,9.24,0.3,"Yellow Warning (Moderately Shifting)"
2023-08,ing044,"Berry Mix",19.89,1.4,0.07,"Green Healthy (Rock-Solid Stability)"
2023-08,ing045,"Oat Crumble",16.68,1.1,0.07,"Green Healthy (Rock-Solid Stability)"
2023-08,ing046,"Mango Sticky Rice Mix",15.18,1.8,0.12,"Green Healthy (Rock-Solid Stability)"
2023-09,ing001,"Flatbread Dough (8-pack)",14.13,11.63,0.82,"Red Alert (Wildly Volatile)"
2023-09,ing002,"Roasted Red Peppers",17.87,1.75,0.1,"Green Healthy (Rock-Solid Stability)"
2023-09,ing003,"Goat Cheese",10.80,1.9,0.18,"Green Healthy (Rock-Solid Stability)"
2023-09,ing004,"Black Olives",20.47,2.17,0.11,"Green Healthy (Rock-Solid Stability)"
2023-09,ing005,"Sun-Dried Tomatoes",14.53,2.42,0.17,"Green Healthy (Rock-Solid Stability)"
2023-09,ing006,"Spicy Chicken",8.97,1.76,0.2,"Yellow Warning (Moderately Shifting)"
2023-09,ing007,Jalapenos,16.40,3.05,0.19,"Green Healthy (Rock-Solid Stability)"
2023-09,ing008,"Smoked Gouda",9.27,1.91,0.21,"Yellow Warning (Moderately Shifting)"
2023-09,ing009,"Chipotle Sauce",16.87,2.68,0.16,"Green Healthy (Rock-Solid Stability)"
2023-09,ing010,"Wild Mushrooms",9.10,3.08,0.34,"Yellow Warning (Moderately Shifting)"
2023-09,ing011,"Truffle Oil",4.69,1.05,0.22,"Yellow Warning (Moderately Shifting)"
2023-09,ing012,Mozzarella,16.63,2.71,0.16,"Green Healthy (Rock-Solid Stability)"
2023-09,ing013,"Fresh Spinach",13.07,2.02,0.15,"Green Healthy (Rock-Solid Stability)"
2023-09,ing014,"Italian Sausage",8.93,1.61,0.18,"Green Healthy (Rock-Solid Stability)"
2023-09,ing015,"Roasted Garlic",12.83,1.71,0.13,"Green Healthy (Rock-Solid Stability)"
2023-09,ing016,"Red Onion",17.67,2.81,0.16,"Green Healthy (Rock-Solid Stability)"
2023-09,ing017,"Fresh Basil",8.73,0.68,0.08,"Green Healthy (Rock-Solid Stability)"
2023-09,ing018,"Smoked Salmon",-3.28,3.32,-1.01,"Red Alert (Wildly Volatile)"
2023-09,ing019,"Dill Cream Cheese",8.90,1.65,0.19,"Green Healthy (Rock-Solid Stability)"
2023-09,ing020,Capers,10.24,1.01,0.1,"Green Healthy (Rock-Solid Stability)"
2023-09,ing021,Arugula,15.03,1.71,0.11,"Green Healthy (Rock-Solid Stability)"
2023-09,ing022,"BBQ Brisket",7.22,1.45,0.2,"Yellow Warning (Moderately Shifting)"
2023-09,ing023,"Cheddar Cheese",10.79,1.82,0.17,"Green Healthy (Rock-Solid Stability)"
2023-09,ing024,"BBQ Sauce",13.74,1.8,0.13,"Green Healthy (Rock-Solid Stability)"
2023-09,ing025,"Tandoori Chicken",8.21,1.73,0.21,"Yellow Warning (Moderately Shifting)"
2023-09,ing026,"Mint Yogurt",11.17,1.58,0.14,"Green Healthy (Rock-Solid Stability)"
2023-09,ing027,"Green Chilli",7.00,1.17,0.17,"Green Healthy (Rock-Solid Stability)"
2023-09,ing028,"Grilled Pineapple",8.63,1.7,0.2,"Yellow Warning (Moderately Shifting)"
2023-09,ing029,"Pulled Pork",5.17,1.77,0.34,"Yellow Warning (Moderately Shifting)"
2023-09,ing030,"Truffle Fries",18.96,3.44,0.18,"Green Healthy (Rock-Solid Stability)"
2023-09,ing031,Parmesan,9.67,1.05,0.11,"Green Healthy (Rock-Solid Stability)"
2023-09,ing032,"Cauliflower Florets",16.57,2.5,0.15,"Green Healthy (Rock-Solid Stability)"
2023-09,ing033,"Buffalo Sauce",13.83,0.38,0.03,"Green Healthy (Rock-Solid Stability)"
2023-09,ing034,Ranch,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-09,ing036,Kale,14.19,1.39,0.1,"Green Healthy (Rock-Solid Stability)"
2023-09,ing037,Spinach,13.92,2.23,0.16,"Green Healthy (Rock-Solid Stability)"
2023-09,ing038,Avocado,12.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-09,ing039,"Mixed Seeds",16.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-09,ing040,"Caramel Filling",11.61,1.95,0.17,"Green Healthy (Rock-Solid Stability)"
2023-09,ing041,"Chocolate Syrup",18.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-09,ing042,"Espresso Panna Base",9.50,1.68,0.18,"Green Healthy (Rock-Solid Stability)"
2023-09,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-09,ing044,"Berry Mix",15.67,2.3,0.15,"Green Healthy (Rock-Solid Stability)"
2023-09,ing045,"Oat Crumble",13.50,1.68,0.12,"Green Healthy (Rock-Solid Stability)"
2023-09,ing046,"Mango Sticky Rice Mix",14.27,2.38,0.17,"Green Healthy (Rock-Solid Stability)"
2023-09,ing048,"Cold Brew Coffee 1.5L",21.26,10.65,0.5,"Yellow Warning (Moderately Shifting)"
2023-09,ing049,"Ginger Fizz 33cl",52.46,12.86,0.25,"Yellow Warning (Moderately Shifting)"
2023-09,ing050,"Ginger Fizz 1.5L",31.67,7.46,0.24,"Yellow Warning (Moderately Shifting)"
2023-09,ing051,"Lime Mint Sparkle 33cl",58.27,10.33,0.18,"Green Healthy (Rock-Solid Stability)"
2023-09,ing054,"Berry Kombucha 1.5L",27.48,8.8,0.32,"Yellow Warning (Moderately Shifting)"
2023-09,ing035,"Garlic Knots",24.43,3.17,0.13,"Green Healthy (Rock-Solid Stability)"
2023-09,ing047,"Cold Brew Coffee",50.13,10.19,0.2,"Yellow Warning (Moderately Shifting)"
2023-09,ing052,"Lime Mint Sparkle 1.5L",34.00,8.68,0.26,"Yellow Warning (Moderately Shifting)"
2023-09,ing053,"Berry Kombucha 33cl",49.57,10.54,0.21,"Yellow Warning (Moderately Shifting)"
2023-10,ing001,"Flatbread Dough (8-pack)",18.61,7.13,0.38,"Yellow Warning (Moderately Shifting)"
2023-10,ing002,"Roasted Red Peppers",17.70,3.09,0.17,"Green Healthy (Rock-Solid Stability)"
2023-10,ing003,"Goat Cheese",10.87,1.93,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing004,"Black Olives",21.57,3.63,0.17,"Green Healthy (Rock-Solid Stability)"
2023-10,ing005,"Sun-Dried Tomatoes",14.53,2.19,0.15,"Green Healthy (Rock-Solid Stability)"
2023-10,ing006,"Spicy Chicken",8.81,1.38,0.16,"Green Healthy (Rock-Solid Stability)"
2023-10,ing007,Jalapenos,16.77,3.09,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing008,"Smoked Gouda",10.00,1.88,0.19,"Green Healthy (Rock-Solid Stability)"
2023-10,ing009,"Chipotle Sauce",16.19,2.35,0.14,"Green Healthy (Rock-Solid Stability)"
2023-10,ing010,"Wild Mushrooms",9.47,2.8,0.3,"Yellow Warning (Moderately Shifting)"
2023-10,ing011,"Truffle Oil",5.19,1.2,0.23,"Yellow Warning (Moderately Shifting)"
2023-10,ing012,Mozzarella,17.68,2.9,0.16,"Green Healthy (Rock-Solid Stability)"
2023-10,ing013,"Fresh Spinach",12.73,2.35,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing016,"Red Onion",16.77,2.95,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing018,"Smoked Salmon",-2.40,4.21,-1.75,"Red Alert (Wildly Volatile)"
2023-10,ing019,"Dill Cream Cheese",9.20,1.68,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing020,Capers,8.47,0.62,0.07,"Green Healthy (Rock-Solid Stability)"
2023-10,ing021,Arugula,13.47,0.62,0.05,"Green Healthy (Rock-Solid Stability)"
2023-10,ing022,"BBQ Brisket",7.23,1.64,0.23,"Yellow Warning (Moderately Shifting)"
2023-10,ing023,"Cheddar Cheese",11.32,2.01,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing024,"BBQ Sauce",15.10,2.41,0.16,"Green Healthy (Rock-Solid Stability)"
2023-10,ing025,"Tandoori Chicken",7.70,1.79,0.23,"Yellow Warning (Moderately Shifting)"
2023-10,ing026,"Mint Yogurt",10.40,2.01,0.19,"Green Healthy (Rock-Solid Stability)"
2023-10,ing027,"Green Chilli",6.30,1.46,0.23,"Yellow Warning (Moderately Shifting)"
2023-10,ing028,"Grilled Pineapple",9.13,1.71,0.19,"Green Healthy (Rock-Solid Stability)"
2023-10,ing029,"Pulled Pork",5.47,1.56,0.29,"Yellow Warning (Moderately Shifting)"
2023-10,ing032,"Cauliflower Florets",16.00,2.99,0.19,"Green Healthy (Rock-Solid Stability)"
2023-10,ing033,"Buffalo Sauce",12.48,0.81,0.07,"Green Healthy (Rock-Solid Stability)"
2023-10,ing034,Ranch,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-10,ing036,Kale,16.64,2.08,0.12,"Green Healthy (Rock-Solid Stability)"
2023-10,ing037,Spinach,13.84,2.51,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing038,Avocado,11.28,0.87,0.08,"Green Healthy (Rock-Solid Stability)"
2023-10,ing039,"Mixed Seeds",15.72,0.45,0.03,"Green Healthy (Rock-Solid Stability)"
2023-10,ing040,"Caramel Filling",12.55,1.44,0.11,"Green Healthy (Rock-Solid Stability)"
2023-10,ing041,"Chocolate Syrup",18.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-10,ing042,"Espresso Panna Base",9.44,1.66,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-10,ing044,"Berry Mix",16.33,2.48,0.15,"Green Healthy (Rock-Solid Stability)"
2023-10,ing045,"Oat Crumble",13.89,1.89,0.14,"Green Healthy (Rock-Solid Stability)"
2023-10,ing046,"Mango Sticky Rice Mix",14.33,3.19,0.22,"Yellow Warning (Moderately Shifting)"
2023-10,ing047,"Cold Brew Coffee",44.36,11.7,0.26,"Yellow Warning (Moderately Shifting)"
2023-10,ing048,"Cold Brew Coffee 1.5L",27.12,10.32,0.38,"Yellow Warning (Moderately Shifting)"
2023-10,ing049,"Ginger Fizz 33cl",52.11,11.02,0.21,"Yellow Warning (Moderately Shifting)"
2023-10,ing050,"Ginger Fizz 1.5L",28.28,7.89,0.28,"Yellow Warning (Moderately Shifting)"
2023-10,ing051,"Lime Mint Sparkle 33cl",54.84,9.57,0.17,"Green Healthy (Rock-Solid Stability)"
2023-10,ing052,"Lime Mint Sparkle 1.5L",30.27,10.07,0.33,"Yellow Warning (Moderately Shifting)"
2023-10,ing053,"Berry Kombucha 33cl",48.52,10.69,0.22,"Yellow Warning (Moderately Shifting)"
2023-10,ing054,"Berry Kombucha 1.5L",27.73,8.47,0.31,"Yellow Warning (Moderately Shifting)"
2023-10,ing014,"Italian Sausage",8.97,1.6,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing015,"Roasted Garlic",14.97,2.66,0.18,"Green Healthy (Rock-Solid Stability)"
2023-10,ing017,"Fresh Basil",7.60,0.92,0.12,"Green Healthy (Rock-Solid Stability)"
2023-10,ing030,"Truffle Fries",18.42,2.91,0.16,"Green Healthy (Rock-Solid Stability)"
2023-10,ing031,Parmesan,9.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-10,ing035,"Garlic Knots",24.30,4.35,0.18,"Green Healthy (Rock-Solid Stability)"
2023-11,ing001,"Flatbread Dough (8-pack)",20.03,5.96,0.3,"Yellow Warning (Moderately Shifting)"
2023-11,ing002,"Roasted Red Peppers",19.97,1.59,0.08,"Green Healthy (Rock-Solid Stability)"
2023-11,ing003,"Goat Cheese",10.62,1.71,0.16,"Green Healthy (Rock-Solid Stability)"
2023-11,ing004,"Black Olives",22.48,3.48,0.15,"Green Healthy (Rock-Solid Stability)"
2023-11,ing005,"Sun-Dried Tomatoes",12.72,0.74,0.06,"Green Healthy (Rock-Solid Stability)"
2023-11,ing006,"Spicy Chicken",9.28,1.84,0.2,"Yellow Warning (Moderately Shifting)"
2023-11,ing007,Jalapenos,16.30,3.27,0.2,"Yellow Warning (Moderately Shifting)"
2023-11,ing008,"Smoked Gouda",10.17,1.7,0.17,"Green Healthy (Rock-Solid Stability)"
2023-11,ing009,"Chipotle Sauce",16.10,2.34,0.15,"Green Healthy (Rock-Solid Stability)"
2023-11,ing010,"Wild Mushrooms",11.20,2.12,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing011,"Truffle Oil",4.97,0.95,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing012,Mozzarella,16.97,2.92,0.17,"Green Healthy (Rock-Solid Stability)"
2023-11,ing013,"Fresh Spinach",13.67,2.09,0.15,"Green Healthy (Rock-Solid Stability)"
2023-11,ing014,"Italian Sausage",8.68,1.51,0.17,"Green Healthy (Rock-Solid Stability)"
2023-11,ing015,"Roasted Garlic",14.11,1.61,0.11,"Green Healthy (Rock-Solid Stability)"
2023-11,ing016,"Red Onion",17.00,3.15,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing017,"Fresh Basil",9.61,0.49,0.05,"Green Healthy (Rock-Solid Stability)"
2023-11,ing018,"Smoked Salmon",-2.82,3.25,-1.15,"Red Alert (Wildly Volatile)"
2023-11,ing019,"Dill Cream Cheese",9.57,1.78,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing020,Capers,10.86,0.74,0.07,"Green Healthy (Rock-Solid Stability)"
2023-11,ing021,Arugula,11.29,0.45,0.04,"Green Healthy (Rock-Solid Stability)"
2023-11,ing022,"BBQ Brisket",6.72,1.55,0.23,"Yellow Warning (Moderately Shifting)"
2023-11,ing023,"Cheddar Cheese",10.79,1.81,0.17,"Green Healthy (Rock-Solid Stability)"
2023-11,ing024,"BBQ Sauce",13.59,1.97,0.15,"Green Healthy (Rock-Solid Stability)"
2023-11,ing025,"Tandoori Chicken",8.83,1.6,0.18,"Green Healthy (Rock-Solid Stability)"
2023-11,ing026,"Mint Yogurt",11.00,1.97,0.18,"Green Healthy (Rock-Solid Stability)"
2023-11,ing027,"Green Chilli",6.10,0.71,0.12,"Green Healthy (Rock-Solid Stability)"
2023-11,ing028,"Grilled Pineapple",8.70,1.64,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing029,"Pulled Pork",5.10,1.47,0.29,"Yellow Warning (Moderately Shifting)"
2023-11,ing030,"Truffle Fries",17.48,2.53,0.14,"Green Healthy (Rock-Solid Stability)"
2023-11,ing031,Parmesan,8.19,0.39,0.05,"Green Healthy (Rock-Solid Stability)"
2023-11,ing032,"Cauliflower Florets",15.48,3.2,0.21,"Yellow Warning (Moderately Shifting)"
2023-11,ing033,"Buffalo Sauce",12.24,2.25,0.18,"Green Healthy (Rock-Solid Stability)"
2023-11,ing034,Ranch,9.32,0.47,0.05,"Green Healthy (Rock-Solid Stability)"
2023-11,ing035,"Garlic Knots",24.16,2.92,0.12,"Green Healthy (Rock-Solid Stability)"
2023-11,ing036,Kale,17.39,3.32,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing037,Spinach,14.00,2.45,0.17,"Green Healthy (Rock-Solid Stability)"
2023-11,ing038,Avocado,10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-11,ing039,"Mixed Seeds",15.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-11,ing040,"Caramel Filling",11.00,2.11,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing041,"Chocolate Syrup",17.89,0.31,0.02,"Green Healthy (Rock-Solid Stability)"
2023-11,ing042,"Espresso Panna Base",9.76,1.86,0.19,"Green Healthy (Rock-Solid Stability)"
2023-11,ing043,"Vanilla Syrup",10.00,0,0,"Green Healthy (Rock-Solid Stability)"
2023-11,ing044,"Berry Mix",16.91,1.95,0.12,"Green Healthy (Rock-Solid Stability)"
2023-11,ing045,"Oat Crumble",13.91,1.02,0.07,"Green Healthy (Rock-Solid Stability)"
2023-11,ing046,"Mango Sticky Rice Mix",14.41,2.06,0.14,"Green Healthy (Rock-Solid Stability)"
2023-11,ing048,"Cold Brew Coffee 1.5L",27.96,8.08,0.29,"Yellow Warning (Moderately Shifting)"
2023-11,ing049,"Ginger Fizz 33cl",52.15,12.5,0.24,"Yellow Warning (Moderately Shifting)"
2023-11,ing050,"Ginger Fizz 1.5L",31.22,8.63,0.28,"Yellow Warning (Moderately Shifting)"
2023-11,ing052,"Lime Mint Sparkle 1.5L",33.50,7.44,0.22,"Yellow Warning (Moderately Shifting)"
2023-11,ing053,"Berry Kombucha 33cl",47.79,12.31,0.26,"Yellow Warning (Moderately Shifting)"
2023-11,ing047,"Cold Brew Coffee",47.84,11.36,0.24,"Yellow Warning (Moderately Shifting)"
2023-11,ing051,"Lime Mint Sparkle 33cl",53.42,11.1,0.21,"Yellow Warning (Moderately Shifting)"
2023-11,ing054,"Berry Kombucha 1.5L",29.50,8.22,0.28,"Yellow Warning (Moderately Shifting)"
