snapshot_date,ing_id,ing_name,percentage_stock_remaining,reorder_flag
2023-08-31,ing030,"Truffle Fries",69.23,OK
2023-08-31,ing031,Parmesan,60.00,"Re-Order Required"
2023-08-31,ing032,"Cauliflower Florets",50.00,"Order In-Transit"
2023-08-31,ing033,"Buffalo Sauce",100.00,OK
2023-08-31,ing034,Ranch,78.57,OK
2023-08-31,ing035,"Garlic Knots",75.76,OK
2023-08-31,ing036,Kale,80.00,OK
2023-08-31,ing037,Spinach,84.21,OK
2023-08-31,ing038,Avocado,80.00,OK
2023-08-31,ing039,"Mixed Seeds",94.12,OK
2023-08-31,ing040,"Caramel Filling",62.50,OK
2023-08-31,ing041,"Chocolate Syrup",100.00,OK
2023-08-31,ing042,"Espresso Panna Base",76.92,OK
2023-08-31,ing043,"Vanilla Syrup",100.00,OK
2023-08-31,ing044,"Berry Mix",77.27,OK
2023-08-31,ing045,"Oat Crumble",77.78,OK
2023-08-31,ing046,"Mango Sticky Rice Mix",75.00,OK
2023-08-31,ing047,"Cold Brew Coffee",58.67,"Re-Order Required"
2023-08-31,ing048,"Cold Brew Coffee 1.5L",29.17,"Order In-Transit"
2023-08-31,ing049,"Ginger Fizz 33cl",41.46,"Order In-Transit"
2023-08-31,ing050,"Ginger Fizz 1.5L",50.91,"Re-Order Required"
2023-08-31,ing051,"Lime Mint Sparkle 33cl",73.75,OK
2023-08-31,ing053,"Berry Kombucha 33cl",71.79,OK
2023-08-31,ing054,"Berry Kombucha 1.5L",50.00,"Re-Order Required"
2023-09-01,ing001,"Flatbread Dough (8-pack)",73.68,OK
2023-09-01,ing002,"Roasted Red Peppers",90.91,OK
2023-09-01,ing003,"Goat Cheese",66.67,OK
2023-09-01,ing004,"Black Olives",88.89,OK
2023-09-01,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-01,ing006,"Spicy Chicken",91.67,OK
2023-09-01,ing007,Jalapenos,84.00,OK
2023-09-01,ing008,"Smoked Gouda",64.29,OK
2023-09-01,ing009,"Chipotle Sauce",60.00,"Order In-Transit"
2023-09-01,ing010,"Wild Mushrooms",66.67,OK
2023-09-01,ing011,"Truffle Oil",37.50,"Order In-Transit"
2023-09-01,ing012,Mozzarella,75.00,OK
2023-09-01,ing013,"Fresh Spinach",52.94,"Order In-Transit"
2023-09-01,ing014,"Italian Sausage",69.23,OK
2023-09-01,ing015,"Roasted Garlic",63.16,OK
2023-09-01,ing016,"Red Onion",73.08,OK
2023-09-01,ing017,"Fresh Basil",100.00,OK
2023-09-01,ing018,"Smoked Salmon",-22.22,"Re-Order Required"
2023-09-01,ing019,"Dill Cream Cheese",71.43,OK
2023-09-01,ing020,Capers,63.64,OK
2023-09-01,ing021,Arugula,52.94,"Order In-Transit"
2023-09-01,ing022,"BBQ Brisket",54.55,"Order In-Transit"
2023-09-01,ing023,"Cheddar Cheese",75.00,OK
2023-09-01,ing024,"BBQ Sauce",77.78,OK
2023-09-01,ing025,"Tandoori Chicken",58.33,"Order In-Transit"
2023-09-01,ing026,"Mint Yogurt",71.43,OK
2023-09-01,ing027,"Green Chilli",77.78,OK
2023-09-01,ing028,"Grilled Pineapple",69.23,OK
2023-09-01,ing029,"Pulled Pork",90.00,OK
2023-09-01,ing030,"Truffle Fries",65.38,OK
2023-09-01,ing031,Parmesan,60.00,"Order In-Transit"
2023-09-01,ing032,"Cauliflower Florets",81.82,OK
2023-09-01,ing033,"Buffalo Sauce",93.33,OK
2023-09-01,ing034,Ranch,71.43,OK
2023-09-01,ing036,Kale,80.00,OK
2023-09-01,ing037,Spinach,78.95,OK
2023-09-01,ing038,Avocado,80.00,OK
2023-09-01,ing039,"Mixed Seeds",94.12,OK
2023-09-01,ing040,"Caramel Filling",56.25,"Order In-Transit"
2023-09-01,ing041,"Chocolate Syrup",100.00,OK
2023-09-01,ing042,"Espresso Panna Base",76.92,OK
2023-09-01,ing043,"Vanilla Syrup",100.00,OK
2023-09-01,ing044,"Berry Mix",77.27,OK
2023-09-01,ing045,"Oat Crumble",77.78,OK
2023-09-01,ing046,"Mango Sticky Rice Mix",75.00,OK
2023-09-01,ing048,"Cold Brew Coffee 1.5L",6.25,"Order In-Transit"
2023-09-01,ing049,"Ginger Fizz 33cl",79.27,OK
2023-09-01,ing050,"Ginger Fizz 1.5L",41.82,"Order In-Transit"
2023-09-01,ing051,"Lime Mint Sparkle 33cl",71.25,OK
2023-09-01,ing054,"Berry Kombucha 1.5L",34.62,"Order In-Transit"
2023-09-02,ing001,"Flatbread Dough (8-pack)",60.53,OK
2023-09-02,ing002,"Roasted Red Peppers",90.91,OK
2023-09-02,ing003,"Goat Cheese",60.00,"Re-Order Required"
2023-09-02,ing004,"Black Olives",85.19,OK
2023-09-02,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-02,ing006,"Spicy Chicken",91.67,OK
2023-09-02,ing007,Jalapenos,80.00,OK
2023-09-02,ing008,"Smoked Gouda",64.29,OK
2023-09-02,ing009,"Chipotle Sauce",100.00,OK
2023-09-02,ing010,"Wild Mushrooms",61.11,OK
2023-09-02,ing011,"Truffle Oil",62.50,OK
2023-09-02,ing012,Mozzarella,70.83,OK
2023-09-02,ing013,"Fresh Spinach",94.12,OK
2023-09-02,ing014,"Italian Sausage",53.85,"Re-Order Required"
2023-09-02,ing015,"Roasted Garlic",57.89,"Re-Order Required"
2023-09-02,ing016,"Red Onion",65.38,OK
2023-09-02,ing017,"Fresh Basil",100.00,OK
2023-09-02,ing018,"Smoked Salmon",-44.44,"Order In-Transit"
2023-09-02,ing019,"Dill Cream Cheese",64.29,OK
2023-09-02,ing020,Capers,63.64,OK
2023-09-02,ing021,Arugula,52.94,"Order In-Transit"
2023-09-02,ing022,"BBQ Brisket",81.82,OK
2023-09-02,ing023,"Cheddar Cheese",68.75,OK
2023-09-02,ing024,"BBQ Sauce",77.78,OK
2023-09-02,ing025,"Tandoori Chicken",91.67,OK
2023-09-02,ing026,"Mint Yogurt",64.29,OK
2023-09-02,ing027,"Green Chilli",77.78,OK
2023-09-02,ing028,"Grilled Pineapple",61.54,OK
2023-09-02,ing029,"Pulled Pork",80.00,OK
2023-09-02,ing030,"Truffle Fries",57.69,"Re-Order Required"
2023-09-02,ing031,Parmesan,60.00,"Order In-Transit"
2023-09-02,ing032,"Cauliflower Florets",77.27,OK
2023-09-02,ing033,"Buffalo Sauce",93.33,OK
2023-09-02,ing034,Ranch,71.43,OK
2023-09-02,ing035,"Garlic Knots",75.76,OK
2023-09-02,ing036,Kale,80.00,OK
2023-09-02,ing037,Spinach,73.68,OK
2023-09-02,ing038,Avocado,80.00,OK
2023-09-02,ing039,"Mixed Seeds",94.12,OK
2023-09-02,ing040,"Caramel Filling",56.25,"Order In-Transit"
2023-09-02,ing041,"Chocolate Syrup",100.00,OK
2023-09-02,ing042,"Espresso Panna Base",61.54,OK
2023-09-02,ing043,"Vanilla Syrup",100.00,OK
2023-09-02,ing044,"Berry Mix",72.73,OK
2023-09-02,ing045,"Oat Crumble",72.22,OK
2023-09-02,ing046,"Mango Sticky Rice Mix",70.00,OK
2023-09-02,ing047,"Cold Brew Coffee",53.33,"Order In-Transit"
2023-09-02,ing048,"Cold Brew Coffee 1.5L",37.50,"Re-Order Required"
2023-09-02,ing049,"Ginger Fizz 33cl",74.39,OK
2023-09-02,ing050,"Ginger Fizz 1.5L",40.00,"Order In-Transit"
2023-09-02,ing051,"Lime Mint Sparkle 33cl",66.25,OK
2023-09-02,ing052,"Lime Mint Sparkle 1.5L",96.30,OK
2023-09-02,ing053,"Berry Kombucha 33cl",62.82,OK
2023-09-02,ing054,"Berry Kombucha 1.5L",26.92,"Order In-Transit"
2023-09-03,ing001,"Flatbread Dough (8-pack)",47.37,"Order In-Transit"
2023-09-03,ing002,"Roasted Red Peppers",90.91,OK
2023-09-03,ing003,"Goat Cheese",53.33,"Order In-Transit"
2023-09-03,ing004,"Black Olives",85.19,OK
2023-09-03,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-03,ing006,"Spicy Chicken",83.33,OK
2023-09-03,ing007,Jalapenos,76.00,OK
2023-09-03,ing008,"Smoked Gouda",57.14,"Re-Order Required"
2023-09-03,ing009,"Chipotle Sauce",100.00,OK
2023-09-03,ing010,"Wild Mushrooms",61.11,OK
2023-09-03,ing011,"Truffle Oil",62.50,OK
2023-09-03,ing012,Mozzarella,70.83,OK
2023-09-03,ing013,"Fresh Spinach",94.12,OK
2023-09-03,ing014,"Italian Sausage",38.46,"Order In-Transit"
2023-09-03,ing015,"Roasted Garlic",52.63,"Order In-Transit"
2023-09-03,ing016,"Red Onion",61.54,OK
2023-09-03,ing017,"Fresh Basil",100.00,OK
2023-09-03,ing022,"BBQ Brisket",81.82,OK
2023-09-03,ing023,"Cheddar Cheese",68.75,OK
2023-09-03,ing024,"BBQ Sauce",77.78,OK
2023-09-03,ing025,"Tandoori Chicken",83.33,OK
2023-09-03,ing026,"Mint Yogurt",64.29,OK
2023-09-03,ing027,"Green Chilli",77.78,OK
2023-09-03,ing028,"Grilled Pineapple",53.85,"Order In-Transit"
2023-09-03,ing029,"Pulled Pork",70.00,OK
2023-09-03,ing030,"Truffle Fries",57.69,"Order In-Transit"
2023-09-03,ing031,Parmesan,100.00,OK
2023-09-03,ing032,"Cauliflower Florets",72.73,OK
2023-09-03,ing033,"Buffalo Sauce",93.33,OK
2023-09-03,ing034,Ranch,71.43,OK
2023-09-03,ing035,"Garlic Knots",75.76,OK
2023-09-03,ing036,Kale,80.00,OK
2023-09-03,ing037,Spinach,68.42,OK
2023-09-03,ing038,Avocado,80.00,OK
2023-09-03,ing039,"Mixed Seeds",94.12,OK
2023-09-03,ing040,"Caramel Filling",87.50,OK
2023-09-03,ing041,"Chocolate Syrup",100.00,OK
2023-09-03,ing042,"Espresso Panna Base",61.54,OK
2023-09-03,ing043,"Vanilla Syrup",100.00,OK
2023-09-03,ing044,"Berry Mix",72.73,OK
2023-09-03,ing045,"Oat Crumble",72.22,OK
2023-09-03,ing046,"Mango Sticky Rice Mix",70.00,OK
2023-09-03,ing047,"Cold Brew Coffee",46.67,"Order In-Transit"
2023-09-03,ing048,"Cold Brew Coffee 1.5L",31.25,"Order In-Transit"
2023-09-03,ing049,"Ginger Fizz 33cl",70.73,OK
2023-09-03,ing050,"Ginger Fizz 1.5L",70.91,OK
2023-09-03,ing051,"Lime Mint Sparkle 33cl",56.25,"Re-Order Required"
2023-09-03,ing052,"Lime Mint Sparkle 1.5L",90.74,OK
2023-09-03,ing053,"Berry Kombucha 33cl",60.26,OK
2023-09-03,ing054,"Berry Kombucha 1.5L",59.62,"Re-Order Required"
2023-09-04,ing001,"Flatbread Dough (8-pack)",73.68,OK
2023-09-04,ing002,"Roasted Red Peppers",90.91,OK
2023-09-04,ing003,"Goat Cheese",86.67,OK
2023-09-04,ing004,"Black Olives",85.19,OK
2023-09-04,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-04,ing006,"Spicy Chicken",83.33,OK
2023-09-04,ing007,Jalapenos,72.00,OK
2023-09-04,ing008,"Smoked Gouda",57.14,"Order In-Transit"
2023-09-04,ing009,"Chipotle Sauce",100.00,OK
2023-09-04,ing010,"Wild Mushrooms",50.00,"Order In-Transit"
2023-09-04,ing011,"Truffle Oil",75.00,OK
2023-09-04,ing012,Mozzarella,66.67,OK
2023-09-04,ing013,"Fresh Spinach",88.24,OK
2023-09-04,ing014,"Italian Sausage",76.92,OK
2023-09-04,ing015,"Roasted Garlic",52.63,"Order In-Transit"
2023-09-04,ing016,"Red Onion",57.69,"Order In-Transit"
2023-09-04,ing017,"Fresh Basil",100.00,OK
2023-09-04,ing018,"Smoked Salmon",-55.56,"Order In-Transit"
2023-09-04,ing019,"Dill Cream Cheese",64.29,OK
2023-09-04,ing020,Capers,100.00,OK
2023-09-04,ing021,Arugula,94.12,OK
2023-09-04,ing022,"BBQ Brisket",72.73,OK
2023-09-04,ing023,"Cheddar Cheese",62.50,OK
2023-09-04,ing024,"BBQ Sauce",77.78,OK
2023-09-04,ing025,"Tandoori Chicken",75.00,OK
2023-09-04,ing026,"Mint Yogurt",57.14,"Re-Order Required"
2023-09-04,ing027,"Green Chilli",66.67,OK
2023-09-04,ing028,"Grilled Pineapple",53.85,"Order In-Transit"
2023-09-04,ing029,"Pulled Pork",60.00,"Re-Order Required"
2023-09-04,ing030,"Truffle Fries",57.69,"Order In-Transit"
2023-09-04,ing031,Parmesan,100.00,OK
2023-09-04,ing032,"Cauliflower Florets",68.18,OK
2023-09-04,ing033,"Buffalo Sauce",93.33,OK
2023-09-04,ing034,Ranch,71.43,OK
2023-09-04,ing035,"Garlic Knots",72.73,OK
2023-09-04,ing036,Kale,80.00,OK
2023-09-04,ing037,Spinach,63.16,OK
2023-09-04,ing038,Avocado,80.00,OK
2023-09-04,ing039,"Mixed Seeds",94.12,OK
2023-09-04,ing040,"Caramel Filling",81.25,OK
2023-09-04,ing041,"Chocolate Syrup",100.00,OK
2023-09-04,ing042,"Espresso Panna Base",53.85,"Order In-Transit"
2023-09-04,ing043,"Vanilla Syrup",100.00,OK
2023-09-04,ing046,"Mango Sticky Rice Mix",70.00,OK
2023-09-04,ing047,"Cold Brew Coffee",74.67,OK
2023-09-04,ing048,"Cold Brew Coffee 1.5L",77.08,OK
2023-09-04,ing049,"Ginger Fizz 33cl",60.98,OK
2023-09-04,ing050,"Ginger Fizz 1.5L",65.45,OK
2023-09-04,ing052,"Lime Mint Sparkle 1.5L",77.78,OK
2023-09-04,ing053,"Berry Kombucha 33cl",52.56,"Order In-Transit"
2023-09-04,ing054,"Berry Kombucha 1.5L",53.85,"Order In-Transit"
2023-09-05,ing001,"Flatbread Dough (8-pack)",57.89,"Re-Order Required"
2023-09-05,ing002,"Roasted Red Peppers",90.91,OK
2023-09-05,ing003,"Goat Cheese",80.00,OK
2023-09-05,ing004,"Black Olives",85.19,OK
2023-09-05,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-05,ing006,"Spicy Chicken",83.33,OK
2023-09-05,ing007,Jalapenos,68.00,OK
2023-09-05,ing008,"Smoked Gouda",57.14,"Order In-Transit"
2023-09-05,ing009,"Chipotle Sauce",100.00,OK
2023-09-05,ing010,"Wild Mushrooms",44.44,"Order In-Transit"
2023-09-05,ing011,"Truffle Oil",62.50,OK
2023-09-05,ing012,Mozzarella,62.50,OK
2023-09-05,ing013,"Fresh Spinach",88.24,OK
2023-09-05,ing014,"Italian Sausage",61.54,OK
2023-09-05,ing015,"Roasted Garlic",89.47,OK
2023-09-05,ing016,"Red Onion",53.85,"Order In-Transit"
2023-09-05,ing017,"Fresh Basil",90.00,OK
2023-09-05,ing018,"Smoked Salmon",55.56,"Re-Order Required"
2023-09-05,ing019,"Dill Cream Cheese",64.29,OK
2023-09-05,ing020,Capers,100.00,OK
2023-09-05,ing021,Arugula,94.12,OK
2023-09-05,ing022,"BBQ Brisket",63.64,OK
2023-09-05,ing023,"Cheddar Cheese",56.25,"Order In-Transit"
2023-09-05,ing024,"BBQ Sauce",77.78,OK
2023-09-05,ing025,"Tandoori Chicken",75.00,OK
2023-09-05,ing026,"Mint Yogurt",57.14,"Order In-Transit"
2023-09-05,ing027,"Green Chilli",66.67,OK
2023-09-05,ing028,"Grilled Pineapple",84.62,OK
2023-09-05,ing029,"Pulled Pork",50.00,"Order In-Transit"
2023-09-05,ing030,"Truffle Fries",53.85,"Order In-Transit"
2023-09-05,ing031,Parmesan,100.00,OK
2023-09-05,ing032,"Cauliflower Florets",63.64,OK
2023-09-05,ing033,"Buffalo Sauce",93.33,OK
2023-09-05,ing034,Ranch,71.43,OK
2023-09-05,ing036,Kale,80.00,OK
2023-09-05,ing037,Spinach,57.89,"Re-Order Required"
2023-09-05,ing038,Avocado,80.00,OK
2023-09-05,ing039,"Mixed Seeds",94.12,OK
2023-09-05,ing040,"Caramel Filling",81.25,OK
2023-09-05,ing041,"Chocolate Syrup",100.00,OK
2023-09-05,ing042,"Espresso Panna Base",46.15,"Order In-Transit"
2023-09-05,ing043,"Vanilla Syrup",100.00,OK
2023-09-05,ing046,"Mango Sticky Rice Mix",70.00,OK
2023-09-05,ing047,"Cold Brew Coffee",66.67,OK
2023-09-05,ing048,"Cold Brew Coffee 1.5L",62.50,OK
2023-09-05,ing050,"Ginger Fizz 1.5L",61.82,OK
2023-09-05,ing051,"Lime Mint Sparkle 33cl",98.75,OK
2023-09-05,ing052,"Lime Mint Sparkle 1.5L",72.22,OK
2023-09-05,ing054,"Berry Kombucha 1.5L",44.23,"Order In-Transit"
2023-09-06,ing001,"Flatbread Dough (8-pack)",42.11,"Order In-Transit"
2023-09-06,ing002,"Roasted Red Peppers",90.91,OK
2023-09-06,ing003,"Goat Cheese",80.00,OK
2023-09-06,ing004,"Black Olives",85.19,OK
2023-09-06,ing005,"Sun-Dried Tomatoes",66.67,OK
2023-09-06,ing006,"Spicy Chicken",75.00,OK
2023-09-06,ing007,Jalapenos,60.00,"Re-Order Required"
2023-09-06,ing008,"Smoked Gouda",92.86,OK
2023-09-06,ing009,"Chipotle Sauce",95.00,OK
2023-09-06,ing010,"Wild Mushrooms",33.33,"Order In-Transit"
2023-09-06,ing011,"Truffle Oil",37.50,"Order In-Transit"
2023-09-06,ing012,Mozzarella,58.33,"Re-Order Required"
2023-09-06,ing013,"Fresh Spinach",82.35,OK
2023-09-06,ing014,"Italian Sausage",53.85,"Order In-Transit"
2023-09-06,ing015,"Roasted Garlic",89.47,OK
2023-09-06,ing016,"Red Onion",50.00,"Order In-Transit"
2023-09-06,ing017,"Fresh Basil",90.00,OK
2023-09-06,ing018,"Smoked Salmon",33.33,"Order In-Transit"
2023-09-06,ing019,"Dill Cream Cheese",57.14,"Re-Order Required"
2023-09-06,ing020,Capers,100.00,OK
2023-09-06,ing021,Arugula,94.12,OK
2023-09-06,ing022,"BBQ Brisket",54.55,"Order In-Transit"
2023-09-06,ing023,"Cheddar Cheese",50.00,"Order In-Transit"
2023-09-06,ing024,"BBQ Sauce",77.78,OK
2023-09-06,ing025,"Tandoori Chicken",66.67,OK
2023-09-06,ing026,"Mint Yogurt",57.14,"Order In-Transit"
2023-09-06,ing027,"Green Chilli",66.67,OK
2023-09-06,ing028,"Grilled Pineapple",76.92,OK
2023-09-06,ing029,"Pulled Pork",40.00,"Order In-Transit"
2023-09-06,ing030,"Truffle Fries",53.85,"Order In-Transit"
2023-09-06,ing031,Parmesan,100.00,OK
2023-09-06,ing032,"Cauliflower Florets",59.09,"Re-Order Required"
2023-09-06,ing033,"Buffalo Sauce",93.33,OK
2023-09-06,ing034,Ranch,71.43,OK
2023-09-06,ing035,"Garlic Knots",69.70,OK
2023-09-06,ing036,Kale,80.00,OK
2023-09-06,ing037,Spinach,52.63,"Order In-Transit"
2023-09-06,ing038,Avocado,80.00,OK
2023-09-06,ing039,"Mixed Seeds",94.12,OK
2023-09-06,ing040,"Caramel Filling",81.25,OK
2023-09-06,ing041,"Chocolate Syrup",100.00,OK
2023-09-06,ing042,"Espresso Panna Base",84.62,OK
2023-09-06,ing043,"Vanilla Syrup",100.00,OK
2023-09-06,ing044,"Berry Mix",72.73,OK
2023-09-06,ing045,"Oat Crumble",72.22,OK
2023-09-06,ing046,"Mango Sticky Rice Mix",65.00,OK
2023-09-06,ing047,"Cold Brew Coffee",61.33,OK
2023-09-06,ing048,"Cold Brew Coffee 1.5L",47.92,"Re-Order Required"
2023-09-06,ing049,"Ginger Fizz 33cl",46.34,"Re-Order Required"
2023-09-06,ing050,"Ginger Fizz 1.5L",58.18,"Re-Order Required"
2023-09-06,ing051,"Lime Mint Sparkle 33cl",82.50,OK
2023-09-06,ing052,"Lime Mint Sparkle 1.5L",57.41,"Re-Order Required"
2023-09-06,ing053,"Berry Kombucha 33cl",80.77,OK
2023-09-06,ing054,"Berry Kombucha 1.5L",80.77,OK
2023-09-07,ing001,"Flatbread Dough (8-pack)",15.79,"Order In-Transit"
2023-09-07,ing002,"Roasted Red Peppers",86.36,OK
2023-09-07,ing003,"Goat Cheese",66.67,OK
2023-09-07,ing004,"Black Olives",81.48,OK
2023-09-07,ing005,"Sun-Dried Tomatoes",61.11,OK
2023-09-07,ing006,"Spicy Chicken",58.33,"Re-Order Required"
2023-09-07,ing007,Jalapenos,52.00,"Order In-Transit"
2023-09-07,ing008,"Smoked Gouda",78.57,OK
2023-09-07,ing009,"Chipotle Sauce",90.00,OK
2023-09-07,ing010,"Wild Mushrooms",22.22,"Order In-Transit"
2023-09-07,ing011,"Truffle Oil",50.00,"Re-Order Required"
2023-09-07,ing012,Mozzarella,54.17,"Order In-Transit"
2023-09-07,ing013,"Fresh Spinach",76.47,OK
2023-09-07,ing014,"Italian Sausage",76.92,OK
2023-09-07,ing015,"Roasted Garlic",84.21,OK
2023-09-07,ing016,"Red Onion",80.77,OK
2023-09-07,ing017,"Fresh Basil",90.00,OK
2023-09-07,ing018,"Smoked Salmon",-11.11,"Order In-Transit"
2023-09-07,ing019,"Dill Cream Cheese",50.00,"Order In-Transit"
2023-09-07,ing020,Capers,100.00,OK
2023-09-07,ing021,Arugula,94.12,OK
2023-09-07,ing022,"BBQ Brisket",72.73,OK
2023-09-07,ing023,"Cheddar Cheese",81.25,OK
2023-09-07,ing024,"BBQ Sauce",72.22,OK
2023-09-07,ing025,"Tandoori Chicken",50.00,"Re-Order Required"
2023-09-07,ing026,"Mint Yogurt",92.86,OK
2023-09-07,ing027,"Green Chilli",55.56,"Re-Order Required"
2023-09-07,ing028,"Grilled Pineapple",69.23,OK
2023-09-07,ing029,"Pulled Pork",70.00,OK
2023-09-07,ing030,"Truffle Fries",88.46,OK
2023-09-07,ing031,Parmesan,100.00,OK
2023-09-07,ing032,"Cauliflower Florets",54.55,"Order In-Transit"
2023-09-07,ing033,"Buffalo Sauce",93.33,OK
2023-09-07,ing034,Ranch,71.43,OK
2023-09-07,ing035,"Garlic Knots",69.70,OK
2023-09-07,ing036,Kale,80.00,OK
2023-09-07,ing037,Spinach,52.63,"Order In-Transit"
2023-09-07,ing038,Avocado,80.00,OK
2023-09-07,ing039,"Mixed Seeds",94.12,OK
2023-09-07,ing040,"Caramel Filling",75.00,OK
2023-09-07,ing041,"Chocolate Syrup",100.00,OK
2023-09-07,ing042,"Espresso Panna Base",76.92,OK
2023-09-07,ing043,"Vanilla Syrup",100.00,OK
2023-09-07,ing044,"Berry Mix",72.73,OK
2023-09-07,ing045,"Oat Crumble",72.22,OK
2023-09-07,ing046,"Mango Sticky Rice Mix",60.00,"Re-Order Required"
2023-09-07,ing047,"Cold Brew Coffee",60.00,"Re-Order Required"
2023-09-07,ing048,"Cold Brew Coffee 1.5L",29.17,"Order In-Transit"
2023-09-07,ing049,"Ginger Fizz 33cl",40.24,"Order In-Transit"
2023-09-07,ing050,"Ginger Fizz 1.5L",56.36,"Order In-Transit"
2023-09-07,ing051,"Lime Mint Sparkle 33cl",77.50,OK
2023-09-07,ing053,"Berry Kombucha 33cl",73.08,OK
2023-09-08,ing001,"Flatbread Dough (8-pack)",0.00,"Order In-Transit"
2023-09-08,ing002,"Roasted Red Peppers",86.36,OK
2023-09-08,ing003,"Goat Cheese",60.00,"Re-Order Required"
2023-09-08,ing004,"Black Olives",81.48,OK
2023-09-08,ing005,"Sun-Dried Tomatoes",61.11,OK
2023-09-08,ing006,"Spicy Chicken",50.00,"Order In-Transit"
2023-09-08,ing007,Jalapenos,48.00,"Order In-Transit"
2023-09-08,ing008,"Smoked Gouda",71.43,OK
2023-09-08,ing009,"Chipotle Sauce",90.00,OK
2023-09-08,ing010,"Wild Mushrooms",16.67,"Order In-Transit"
2023-09-08,ing011,"Truffle Oil",37.50,"Order In-Transit"
2023-09-08,ing012,Mozzarella,50.00,"Order In-Transit"
2023-09-08,ing013,"Fresh Spinach",76.47,OK
2023-09-08,ing014,"Italian Sausage",61.54,OK
2023-09-08,ing015,"Roasted Garlic",78.95,OK
2023-09-08,ing016,"Red Onion",73.08,OK
2023-09-08,ing017,"Fresh Basil",90.00,OK
2023-09-08,ing018,"Smoked Salmon",-44.44,"Order In-Transit"
2023-09-08,ing019,"Dill Cream Cheese",42.86,"Order In-Transit"
2023-09-08,ing020,Capers,100.00,OK
2023-09-08,ing021,Arugula,94.12,OK
2023-09-08,ing022,"BBQ Brisket",54.55,"Re-Order Required"
2023-09-08,ing023,"Cheddar Cheese",75.00,OK
2023-09-08,ing024,"BBQ Sauce",66.67,OK
2023-09-08,ing025,"Tandoori Chicken",41.67,"Order In-Transit"
2023-09-08,ing026,"Mint Yogurt",92.86,OK
2023-09-08,ing027,"Green Chilli",55.56,"Order In-Transit"
2023-09-08,ing028,"Grilled Pineapple",61.54,OK
2023-09-08,ing029,"Pulled Pork",60.00,"Re-Order Required"
2023-09-08,ing030,"Truffle Fries",88.46,OK
2023-09-08,ing031,Parmesan,100.00,OK
2023-09-08,ing032,"Cauliflower Florets",95.45,OK
2023-09-08,ing033,"Buffalo Sauce",93.33,OK
2023-09-08,ing034,Ranch,71.43,OK
2023-09-08,ing035,"Garlic Knots",66.67,OK
2023-09-08,ing036,Kale,80.00,OK
2023-09-08,ing037,Spinach,89.47,OK
2023-09-08,ing038,Avocado,80.00,OK
2023-09-08,ing039,"Mixed Seeds",94.12,OK
2023-09-08,ing042,"Espresso Panna Base",76.92,OK
2023-09-08,ing043,"Vanilla Syrup",100.00,OK
2023-09-08,ing044,"Berry Mix",72.73,OK
2023-09-08,ing045,"Oat Crumble",72.22,OK
2023-09-08,ing046,"Mango Sticky Rice Mix",60.00,"Order In-Transit"
2023-09-08,ing047,"Cold Brew Coffee",56.00,"Order In-Transit"
2023-09-08,ing048,"Cold Brew Coffee 1.5L",12.50,"Order In-Transit"
2023-09-08,ing049,"Ginger Fizz 33cl",30.49,"Order In-Transit"
2023-09-08,ing050,"Ginger Fizz 1.5L",49.09,"Order In-Transit"
2023-09-08,ing052,"Lime Mint Sparkle 1.5L",38.89,"Order In-Transit"
2023-09-08,ing053,"Berry Kombucha 33cl",61.54,OK
2023-09-08,ing054,"Berry Kombucha 1.5L",76.92,OK
2023-09-09,ing001,"Flatbread Dough (8-pack)",-10.53,"Order In-Transit"
2023-09-09,ing002,"Roasted Red Peppers",86.36,OK
2023-09-09,ing003,"Goat Cheese",60.00,"Order In-Transit"
2023-09-09,ing004,"Black Olives",81.48,OK
2023-09-09,ing005,"Sun-Dried Tomatoes",61.11,OK
2023-09-09,ing006,"Spicy Chicken",83.33,OK
2023-09-09,ing007,Jalapenos,36.00,"Order In-Transit"
2023-09-09,ing008,"Smoked Gouda",64.29,OK
2023-09-09,ing009,"Chipotle Sauce",90.00,OK
2023-09-09,ing010,"Wild Mushrooms",50.00,"Re-Order Required"
2023-09-09,ing011,"Truffle Oil",75.00,OK
2023-09-09,ing012,Mozzarella,83.33,OK
2023-09-09,ing013,"Fresh Spinach",76.47,OK
2023-09-09,ing014,"Italian Sausage",61.54,OK
2023-09-09,ing015,"Roasted Garlic",78.95,OK
2023-09-09,ing016,"Red Onion",69.23,OK
2023-09-09,ing017,"Fresh Basil",90.00,OK
2023-09-09,ing018,"Smoked Salmon",-22.22,"Re-Order Required"
2023-09-09,ing019,"Dill Cream Cheese",78.57,OK
2023-09-09,ing020,Capers,100.00,OK
2023-09-09,ing021,Arugula,94.12,OK
2023-09-09,ing022,"BBQ Brisket",36.36,"Order In-Transit"
2023-09-09,ing023,"Cheddar Cheese",68.75,OK
2023-09-09,ing024,"BBQ Sauce",61.11,OK
2023-09-09,ing025,"Tandoori Chicken",83.33,OK
2023-09-09,ing026,"Mint Yogurt",92.86,OK
2023-09-09,ing027,"Green Chilli",55.56,"Order In-Transit"
2023-09-09,ing028,"Grilled Pineapple",46.15,"Order In-Transit"
